"Characterqid","Character","ABZ","AKS","ATU1","DP","ELLES","Ebs","FOS","HZL","KWU","LAK","LEC","Labat","MesZL","OAK","PI","Pea","REC","RSP","SEH","UET2","ZATU","ABZL","ŠL/HA","Char image"
"Q87556855","𒐒  CUNEIFORM NUMERIC SIGN SEVEN DISH (U+1240C)","","","","","","","","","","","","","863","","","","","","","","","","","    "
"Q87556921","𒐒  CUNEIFORM NUMERIC SIGN SEVEN SHAR2 (U+12429)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556978","𒐒  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN3 (U+12441)","","","","","","","","","","","","","537","","","","","","","","","","","   "
"Q87556982","𒐒  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN B (U+12443)","","","","","","","","","","","","","866","","","","","","","","","","",""
"Q87556980","𒐒  CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A (U+12442)","","","","","","","","","","","391","598c","863","","","","","","","","","","",""
"Q87556830","𒐖  CUNEIFORM NUMERIC SIGN TWO ASH (U+12400)","","","","","","","","1","","","","2 [p 43]","2","","","","","2","","","","","002","   "
"Q87556931","𒐖  CUNEIFORM NUMERIC SIGN TWO SHARU (U+1242D)","","","","","","","[p 817]","","","","","409a","655","","","","","","","","","285","409a","  "
"Q87556874","𒐖  CUNEIFORM NUMERIC SIGN TWO GESH2 (U+12416)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556891","𒐖  CUNEIFORM NUMERIC SIGN TWO GESHU (U+1241F)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556949","𒐖  CUNEIFORM NUMERIC SIGN TWO BURU (U+12435)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556910","𒐖  CUNEIFORM NUMERIC SIGN TWO SHAR2 (U+12423)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556997","𒐖  CUNEIFORM NUMERIC SIGN TWO ASH TENU (U+1244A)","","","","","109","","","","","LAK-185","","124","593","","","","126","","","","","","124n2","  "
"Q87557010","𒐖  CUNEIFORM NUMERIC SIGN TWO BAN2 (U+12450)","","","","","","","","","","LAK-830","","295","465","","","","","","","","","143","295","   "
"Q87557029","𒐖  CUNEIFORM NUMERIC SIGN TWO ESHE3 (U+12459)","","","","","","","","","","","","214","359","","","","","","","","","","214",""
"Q87556870","𒐝  CUNEIFORM NUMERIC SIGN NINE U (U+12414)","","","","","","","[p 1067]","","","","","479","718","","","","","","","","","","","    "
"Q87556989","𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU (U+12446)","","","","","","","[p 1062]","375","","","393","598e","868","","","","","","","","","480","","     "
"Q87556993","𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU4 (U+12448)","","","","","","","[p 734]","","","","","363","577","","","","","","363","","","","363",""
"Q87556858","𒐝  CUNEIFORM NUMERIC SIGN NINE DISH (U+1240E)","","","","","","","","","","","","","","","","","","","","","","","","   "
"Q87556888","𒐝  CUNEIFORM NUMERIC SIGN NINE GESH2 (U+1241D)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556845","𒐝  CUNEIFORM NUMERIC SIGN NINE ASH (U+12407)","","","","","","","","","","","","","220","","","","","","","","","","125f","      "
"Q87556926","𒐝  CUNEIFORM NUMERIC SIGN NINE SHAR2 (U+1242B)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556990","𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU3 (U+12447)","","","","","","","","","","","","","539","","","","","","","","","","331d","   "
"Q87556995","𒐝  CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU A (U+12449)","","","","","","","","","","","","598e","865","","","","","","","","","","598en","  "
"Q87556848","𒐠  CUNEIFORM NUMERIC SIGN THREE DISH (U+12408)","","","","","","","","368","","","387","593","834","","","","","","593","","","469","","      "
"Q87556833","𒐠  CUNEIFORM NUMERIC SIGN THREE ASH (U+12401)","","","","","","","","","","","","002a","4","","","","","","","","","002","002a","    "
"Q87556876","𒐠  CUNEIFORM NUMERIC SIGN THREE GESH2 (U+12417)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556951","𒐠  CUNEIFORM NUMERIC SIGN THREE BURU (U+12436)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556954","𒐠  CUNEIFORM NUMERIC SIGN THREE BURU VARIANT FORM (U+12437)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556893","𒐠  CUNEIFORM NUMERIC SIGN THREE GESHU (U+12420)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556914","𒐠  CUNEIFORM NUMERIC SIGN THREE SHAR2 VARIANT FORM (U+12425)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556912","𒐠  CUNEIFORM NUMERIC SIGN THREE SHAR2 (U+12424)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87556934","𒐠  CUNEIFORM NUMERIC SIGN THREE SHARU VARIANT FORM (U+1242F)","","","","","","","","","","","","409","656","","","","","","","","","","",""
"Q87556932","𒐠  CUNEIFORM NUMERIC SIGN THREE SHARU (U+1242E)","","","","","","","","","","","","409b","656","","","","","","","","","286","409b",""
"Q87556963","𒐠  CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH21 (U+1243B)","","","","","","","","","","","","","210","","","","","","","","","","124a","     "
"Q87556961","𒐠  CUNEIFORM NUMERIC SIGN THREE VARIANT FORM ESH16 (U+1243A)","","","314","","","","","","","LAK-191","","325a","505","","57","","","","","84","146","","","   "
"Q87557012","𒐠  CUNEIFORM NUMERIC SIGN THREE BAN2 (U+12451)","","","","","","","","","285","LAK-162a","75","339","549","","","","","","","","","","339","   "
"Q87557000","𒐠  CUNEIFORM NUMERIC SIGN THREE ASH TENU (U+1244B)","","","","","","","","","","LAK-191","","325an","629","","","","","","","","","","325an","  "
"Q87556941","𒐲  CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH (U+12432)","","","","","","","[p 815]","","","LAK-828","","408","651","","","","","","","","","","","  "
"Q87556943","𒐳  CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN (U+12433)","","","","","","","[p 815]","","","","","408","652","","","","","","","","","","","  "
"Q87557023","𒑖  CUNEIFORM NUMERIC SIGN NIGIDAMIN (U+12456)","","","","","","","[p 1070]","","","","","585a","848","","","","","22","","","","","585a","  "
"Q87557025","𒑗  CUNEIFORM NUMERIC SIGN NIGIDAESH (U+12457)","","","","","","","[p 1070]","","","","","585c","850","","","","","23","","","","","585c","    "
"Q87556890","𒑘  CUNEIFORM NUMERIC SIGN ONE GESHU (U+1241E)","","","","","","","[p 934]","359","","LAK-823","","","824","","","","","21","","","","","","  "
"Q87556927","𒑘  CUNEIFORM NUMERIC SIGN ONE SHARU (U+1242C)","","","","","","","[p 815]","","","LAK-826","","409","653","","","","490","32","","","","284","409",""
"Q87557009","𒑘  CUNEIFORM NUMERIC SIGN ONE BAN2 (U+1244F)","","","","","","","[p 1068]","20","","LAK-816","","074","122","","","","433","","","","","029","074",""
"Q87556872","𒑘  CUNEIFORM NUMERIC SIGN ONE GESH2 (U+12415)","","","","","","","","","","","","","824","","","","","3","","","","","",""
"Q87556945","𒑘  CUNEIFORM NUMERIC SIGN ONE BURU (U+12434)","","","","","","","","261","","LAK-808","179","350","662","","","","","","","","","","",""
"Q87557027","𒑘  CUNEIFORM NUMERIC SIGN ONE ESHE3 (U+12458)","","","","","","","","13","","","","069","114","","","","","","","","","025","069",""
"Q87557041","𒑚  CUNEIFORM NUMERIC SIGN ONE THIRD DISH (U+1245A)","","","","32,I","","","[p 1058]","48","","","399","571","826","","","","","9","","","","439","571","      "
"Q87557042","𒑛  CUNEIFORM NUMERIC SIGN TWO THIRDS DISH (U+1245B)","","","","","","","[p 1059]","","","","400","572","832","","","","","10","","","","441","572","      "
"Q87557044","𒑜  CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH (U+1245C)","573","","","","","","[p 1059]","","","LAK-819","401","573","838","","","","","","","","","","573","      "
"Q87557046","𒑝  CUNEIFORM NUMERIC SIGN ONE THIRD VARIANT FORM A (U+1245D)","","","","","","","","","","LAK-817","","","","","","","","","","","","","",""
"Q87557048","𒑞  CUNEIFORM NUMERIC SIGN TWO THIRDS VARIANT FORM A (U+1245E)","","","","","","","","","","LAK-818","","","","","","","","","","","","","",""
"Q87557050","𒑟  CUNEIFORM NUMERIC SIGN ONE EIGHTH ASH (U+1245F)","","","","","","","","","","","","545a","869","","","","","20","","","","","","  "
"Q87557052","𒑠  CUNEIFORM NUMERIC SIGN ONE QUARTER ASH (U+12460)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557054","𒑡  CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH (U+12461)","","","","","","","","","","","","395an","630","","","","","","","","","","395an","   "
"Q87557055","𒑢  CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE QUARTER (U+12462)","","","","","","","","","","","","","594","","","","","","","","","","378an","  "
"Q87557082","𒑰  CUNEIFORM PUNCTUATION SIGN OLD ASSYRIAN WORD DIVIDER (U+12470)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557084","𒑱  CUNEIFORM PUNCTUATION SIGN VERTICAL COLON (U+12471)","","","","","","","","248","","","","","592","","","","","","","","","","377n1","     "
"Q87557086","𒑲  CUNEIFORM PUNCTUATION SIGN DIAGONAL COLON (U+12472)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557088","𒑳  CUNEIFORM PUNCTUATION SIGN DIAGONAL TRICOLON (U+12473)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557092","𒒀  CUNEIFORM SIGN AB TIMES NUN TENU (U+12480)","","","","","","","","","","LAK-541","","","","","","","","","","","","","",""
"Q87557094","𒒁  CUNEIFORM SIGN AB TIMES SHU2 (U+12481)","","","","","","","","","","LAK-542","","","","","","","","","","","10","","","  "
"Q87557096","𒒂  CUNEIFORM SIGN AD TIMES ESH2 (U+12482)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557098","𒒃  CUNEIFORM SIGN BAD TIMES DISH TENU (U+12483)","","","","","","","","","","LAK-045","","","","","","","","","","290","43","","",""
"Q87557100","𒒄  CUNEIFORM SIGN BAHAR2 TIMES AB2 (U+12484)","","","","","","","","","","LAK-743","","","","","","","","434","","","","","",""
"Q87557103","𒒅  CUNEIFORM SIGN BAHAR2 TIMES NI (U+12485)","","","","","","","","","","LAK-745","","","","","","","","","","","","","",""
"Q87557104","𒒆  CUNEIFORM SIGN BAHAR2 TIMES ZA (U+12486)","","","","","","","","","","LAK-746","","","","","","","","","","","","","",""
"Q87557106","𒒇  CUNEIFORM SIGN BU OVER BU TIMES NA2 (U+12487)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557109","𒒈  CUNEIFORM SIGN DA TIMES TAK4 (U+12488)","","","","","","","","","","LAK-145","","","","","","","","","","","","","",""
"Q87557111","𒒉  CUNEIFORM SIGN DAG TIMES KUR (U+12489)","","","","","","","","","","LAK-741","","","","","","","","","","","276","","",""
"Q87557112","𒒊  CUNEIFORM SIGN DIM TIMES IGI (U+1248A)","","","","","","","","","","LAK-054","","","","","","","","","","","","","",""
"Q87557114","𒒋  CUNEIFORM SIGN DIM TIMES U U U (U+1248B)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557116","𒒌  CUNEIFORM SIGN DIM2 TIMES UD (U+1248C)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557118","𒒍  CUNEIFORM SIGN DUG TIMES ANSHE (U+1248D)","","","","","","","","","","LAK-583","","","","","","","","","","","90","","",""
"Q87557120","𒒎  CUNEIFORM SIGN DUG TIMES ASH (U+1248E)","","","","","","","","","","LAK-561","","","","","","","","","","","91","","",""
"Q87557122","𒒏  CUNEIFORM SIGN DUG TIMES ASH AT LEFT (U+1248F)","","","","","","","","","","LAK-562","","","","","","","","","","","","","",""
"Q87557123","𒒐  CUNEIFORM SIGN DUG TIMES DIN (U+12490)","","","","","","","","","","LAK-561","","","","","","","","","","","","","",""
"Q87557125","𒒑  CUNEIFORM SIGN DUG TIMES DUN (U+12491)","","","","","","","","","","LAK-585","","","","","","","","","","","96","","",""
"Q87557127","𒒒  CUNEIFORM SIGN DUG TIMES ERIN2 (U+12492)","","","","","","","","","","LAK-582","","","","","","","","","","","117","","",""
"Q87557128","𒒓  CUNEIFORM SIGN DUG TIMES GA (U+12493)","","","","","","","","","","LAK-580","","","","","","","","","","","95","","",""
"Q87557129","𒒔  CUNEIFORM SIGN DUG TIMES GI (U+12494)","","","","","","","","","","LAK-573","","","","","431","","","","","","97","","",""
"Q87557130","𒒕  CUNEIFORM SIGN DUG TIMES GIR2 GUNU (U+12495)","","","","","","","","","","LAK-571","","","","","","","","","","","","","",""
"Q87557131","𒒖  CUNEIFORM SIGN DUG TIMES GISH (U+12496)","","","","","","","","","","LAK-569","","","","","","","","","","","","","",""
"Q87557132","𒒗  CUNEIFORM SIGN DUG TIMES HA (U+12497)","","","","","","","","","","LAK-578","","","","","","","","","","","","","",""
"Q87557134","𒒘  CUNEIFORM SIGN DUG TIMES HI (U+12498)","","","","","","","","","","LAK-581","","","","","","","","","","","101","","",""
"Q87557135","𒒙  CUNEIFORM SIGN DUG TIMES IGI GUNU (U+12499)","","","","","","","","","","LAK-584","","","","","","","","","","343","101","","",""
"Q87557137","𒒚  CUNEIFORM SIGN DUG TIMES KASKAL (U+1249A)","","","","","292","","","","","LAK-586","","","","","","","","","","","","","",""
"Q87557139","𒒛  CUNEIFORM SIGN DUG TIMES KUR (U+1249B)","","","","","","","","","","LAK-566","","","473","","436","","","","","","103","","",""
"Q87557142","𒒜  CUNEIFORM SIGN DUG TIMES KUSHU2 (U+1249C)","","","","","","","","","","LAK-577","","","","","433","","","","","","105","","",""
"Q87557143","𒒝  CUNEIFORM SIGN DUG TIMES KUSHU2 PLUS KASKAL (U+1249D)","","","","","","","","","","LAK-568","","","","","","","","","","","","","",""
"Q87557145","𒒞  CUNEIFORM SIGN DUG TIMES LAK-020 (U+1249E)","","","","","","","","","","LAK-564","","","","","","","","","","","","","",""
"Q87557147","𒒟  CUNEIFORM SIGN DUG TIMES LAM (U+1249F)","","","","","","","","","","LAK-576","","","","","","","","","","","106","","",""
"Q87557149","𒒠  CUNEIFORM SIGN DUG TIMES LAM TIMES KUR (U+124A0)","","","","","","","","","","LAK-575","","","","","","","","","","","107","","",""
"Q87557150","𒒡  CUNEIFORM SIGN DUG TIMES LUH PLUS GISH (U+124A1)","","","","","","","","","","LAK-565","","","","","","","","","","","","","",""
"Q87557152","𒒢  CUNEIFORM SIGN DUG TIMES MASH (U+124A2)","","","","","","","","","","LAK-570","","","","","429","","","","","","108","","",""
"Q87557154","𒒣  CUNEIFORM SIGN DUG TIMES MES (U+124A3)","","","","","","","","","","LAK-579","","","","","","","","","","","","","",""
"Q87557155","𒒤  CUNEIFORM SIGN DUG TIMES MI (U+124A4)","","","","","","","","","","LAK-574","","","","","432","","","","","","99","","",""
"Q87557158","𒒥  CUNEIFORM SIGN DUG TIMES NI (U+124A5)","","","","","293","","","","","LAK-588","","","","","","","","","","","","","",""
"Q87557160","𒒦  CUNEIFORM SIGN DUG TIMES PI (U+124A6)","","","","","","","","","","LAK-567","","","","","","","","","","","98","","",""
"Q87557162","𒒧  CUNEIFORM SIGN DUG TIMES SHE (U+124A7)","","","","","","","","","","LAK-563","","","","","435","","356","","","","118","","",""
"Q87557164","𒒨  CUNEIFORM SIGN DUG TIMES SI GUNU (U+124A8)","","","","","","","","","","LAK-572","","","","","430","","","","","","112","","",""
"Q87557166","𒒩  CUNEIFORM SIGN E2 TIMES KUR (U+124A9)","","","","","","","","","","LAK-738","","","","","","","","","","","130","","",""
"Q87557168","𒒪  CUNEIFORM SIGN E2 TIMES PAP (U+124AA)","","","","","","","","","","LAK-736","","","","","","","","","","","","","",""
"Q87557169","𒒫  CUNEIFORM SIGN ERIN2 X (U+124AB)","","","","","160","","","","","","","","","","","","","","","","","","",""
"Q87557171","𒒬  CUNEIFORM SIGN ESH2 CROSSING ESH2 (U+124AC)","","","","","","","","","","LAK-278a","","","","","","","","","","","","","",""
"Q87557174","𒒭  CUNEIFORM SIGN EZEN SHESHIG TIMES ASH (U+124AD)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557176","𒒮  CUNEIFORM SIGN EZEN SHESHIG TIMES HI (U+124AE)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557178","𒒯  CUNEIFORM SIGN EZEN SHESHIG TIMES IGI GUNU (U+124AF)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557180","𒒰  CUNEIFORM SIGN EZEN SHESHIG TIMES LA (U+124B0)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557181","𒒱  CUNEIFORM SIGN EZEN SHESHIG TIMES LAL (U+124B1)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557182","𒒲  CUNEIFORM SIGN EZEN SHESHIG TIMES ME (U+124B2)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557184","𒒳  CUNEIFORM SIGN EZEN SHESHIG TIMES MES (U+124B3)","","","","","","","","","","","","","","","","","","","","","","","",""
"Q87557187","𒒴  CUNEIFORM SIGN EZEN SHESHIG TIMES SU (U+124B4)","","","","","","","","","","","","","","","","","","","","","","","",""
