MesZL	KWU	Characterqid	Character
		Q87557104	𒒆  CUNEIFORM SIGN BAHAR2 TIMES ZA (U+12486)
		Q87557106	𒒇  CUNEIFORM SIGN BU OVER BU TIMES NA2 (U+12487)
		Q87557109	𒒈  CUNEIFORM SIGN DA TIMES TAK4 (U+12488)
		Q87557111	𒒉  CUNEIFORM SIGN DAG TIMES KUR (U+12489)
		Q87557112	𒒊  CUNEIFORM SIGN DIM TIMES IGI (U+1248A)
		Q87557114	𒒋  CUNEIFORM SIGN DIM TIMES U U U (U+1248B)
		Q87557116	𒒌  CUNEIFORM SIGN DIM2 TIMES UD (U+1248C)
		Q87557118	𒒍  CUNEIFORM SIGN DUG TIMES ANSHE (U+1248D)
		Q87557120	𒒎  CUNEIFORM SIGN DUG TIMES ASH (U+1248E)
		Q87557122	𒒏  CUNEIFORM SIGN DUG TIMES ASH AT LEFT (U+1248F)
		Q87557123	𒒐  CUNEIFORM SIGN DUG TIMES DIN (U+12490)
		Q87557125	𒒑  CUNEIFORM SIGN DUG TIMES DUN (U+12491)
		Q87557127	𒒒  CUNEIFORM SIGN DUG TIMES ERIN2 (U+12492)
		Q87557128	𒒓  CUNEIFORM SIGN DUG TIMES GA (U+12493)
		Q87557129	𒒔  CUNEIFORM SIGN DUG TIMES GI (U+12494)
		Q87557130	𒒕  CUNEIFORM SIGN DUG TIMES GIR2 GUNU (U+12495)
		Q87557131	𒒖  CUNEIFORM SIGN DUG TIMES GISH (U+12496)
		Q87557132	𒒗  CUNEIFORM SIGN DUG TIMES HA (U+12497)
		Q87557134	𒒘  CUNEIFORM SIGN DUG TIMES HI (U+12498)
		Q87557135	𒒙  CUNEIFORM SIGN DUG TIMES IGI GUNU (U+12499)
		Q87557137	𒒚  CUNEIFORM SIGN DUG TIMES KASKAL (U+1249A)
473		Q87557139	𒒛  CUNEIFORM SIGN DUG TIMES KUR (U+1249B)
		Q87557142	𒒜  CUNEIFORM SIGN DUG TIMES KUSHU2 (U+1249C)
		Q87557143	𒒝  CUNEIFORM SIGN DUG TIMES KUSHU2 PLUS KASKAL (U+1249D)
		Q87557145	𒒞  CUNEIFORM SIGN DUG TIMES LAK-020 (U+1249E)
		Q87557147	𒒟  CUNEIFORM SIGN DUG TIMES LAM (U+1249F)
		Q87557149	𒒠  CUNEIFORM SIGN DUG TIMES LAM TIMES KUR (U+124A0)
		Q87557150	𒒡  CUNEIFORM SIGN DUG TIMES LUH PLUS GISH (U+124A1)
		Q87557152	𒒢  CUNEIFORM SIGN DUG TIMES MASH (U+124A2)
		Q87557154	𒒣  CUNEIFORM SIGN DUG TIMES MES (U+124A3)
		Q87557155	𒒤  CUNEIFORM SIGN DUG TIMES MI (U+124A4)
		Q87557158	𒒥  CUNEIFORM SIGN DUG TIMES NI (U+124A5)
		Q87557160	𒒦  CUNEIFORM SIGN DUG TIMES PI (U+124A6)
		Q87557162	𒒧  CUNEIFORM SIGN DUG TIMES SHE (U+124A7)
		Q87557164	𒒨  CUNEIFORM SIGN DUG TIMES SI GUNU (U+124A8)
		Q87557166	𒒩  CUNEIFORM SIGN E2 TIMES KUR (U+124A9)
		Q87557168	𒒪  CUNEIFORM SIGN E2 TIMES PAP (U+124AA)
		Q87557169	𒒫  CUNEIFORM SIGN ERIN2 X (U+124AB)
		Q87557171	𒒬  CUNEIFORM SIGN ESH2 CROSSING ESH2 (U+124AC)
		Q87557174	𒒭  CUNEIFORM SIGN EZEN SHESHIG TIMES ASH (U+124AD)
		Q87557176	𒒮  CUNEIFORM SIGN EZEN SHESHIG TIMES HI (U+124AE)
		Q87557178	𒒯  CUNEIFORM SIGN EZEN SHESHIG TIMES IGI GUNU (U+124AF)
		Q87557180	𒒰  CUNEIFORM SIGN EZEN SHESHIG TIMES LA (U+124B0)
		Q87557181	𒒱  CUNEIFORM SIGN EZEN SHESHIG TIMES LAL (U+124B1)
		Q87557182	𒒲  CUNEIFORM SIGN EZEN SHESHIG TIMES ME (U+124B2)
		Q87557184	𒒳  CUNEIFORM SIGN EZEN SHESHIG TIMES MES (U+124B3)
		Q87557187	𒒴  CUNEIFORM SIGN EZEN SHESHIG TIMES SU (U+124B4)
		Q87557188	𒒵  CUNEIFORM SIGN EZEN TIMES SU (U+124B5)
		Q87557190	𒒶  CUNEIFORM SIGN GA2 TIMES BAHAR2 (U+124B6)
		Q87557194	𒒷  CUNEIFORM SIGN GA2 TIMES DIM GUNU (U+124B7)
		Q87557196	𒒸  CUNEIFORM SIGN GA2 TIMES DUG TIMES IGI GUNU (U+124B8)
		Q87557198	𒒹  CUNEIFORM SIGN GA2 TIMES DUG TIMES KASKAL (U+124B9)
		Q87557200	𒒺  CUNEIFORM SIGN GA2 TIMES EREN (U+124BA)
		Q87557201	𒒻  CUNEIFORM SIGN GA2 TIMES GA (U+124BB)
		Q87557203	𒒼  CUNEIFORM SIGN GA2 TIMES GAR PLUS DI (U+124BC)
		Q87557205	𒒽  CUNEIFORM SIGN GA2 TIMES GAR PLUS NE (U+124BD)
		Q87557207	𒒾  CUNEIFORM SIGN GA2 TIMES HA PLUS A (U+124BE)
		Q87557209	𒒿  CUNEIFORM SIGN GA2 TIMES KUSHU2 PLUS KASKAL (U+124BF)
		Q87557210	𒓀  CUNEIFORM SIGN GA2 TIMES LAM (U+124C0)
		Q87557213	𒓁  CUNEIFORM SIGN GA2 TIMES LAM TIMES KUR (U+124C1)
		Q87557215	𒓂  CUNEIFORM SIGN GA2 TIMES LUH (U+124C2)
		Q87557217	𒓃  CUNEIFORM SIGN GA2 TIMES MUSH (U+124C3)
		Q87557219	𒓄  CUNEIFORM SIGN GA2 TIMES NE (U+124C4)
		Q87557222	𒓅  CUNEIFORM SIGN GA2 TIMES NE PLUS E2 (U+124C5)
		Q87557224	𒓆  CUNEIFORM SIGN GA2 TIMES NE PLUS GI (U+124C6)
		Q87557226	𒓇  CUNEIFORM SIGN GA2 TIMES SHIM (U+124C7)
		Q87557228	𒓈  CUNEIFORM SIGN GA2 TIMES ZIZ2 (U+124C8)
		Q87557230	𒓉  CUNEIFORM SIGN GABA ROTATED NINETY DEGREES (U+124C9)
		Q87557232	𒓊  CUNEIFORM SIGN GESHTIN TIMES U (U+124CA)
		Q87557234	𒓋  CUNEIFORM SIGN GISH TIMES GISH CROSSING GISH (U+124CB)
		Q87557235	𒓌  CUNEIFORM SIGN GU2 TIMES IGI GUNU (U+124CC)
		Q87557237	𒓍  CUNEIFORM SIGN GUD PLUS GISH TIMES TAK4 (U+124CD)
		Q87557239	𒓎  CUNEIFORM SIGN HA TENU GUNU (U+124CE)
		Q87557241	𒓏  CUNEIFORM SIGN HI TIMES ASH OVER HI TIMES ASH (U+124CF)
		Q87557243	𒓐  CUNEIFORM SIGN KA TIMES BU (U+124D0)
		Q87557245	𒓑  CUNEIFORM SIGN KA TIMES KA (U+124D1)
		Q87557247	𒓒  CUNEIFORM SIGN KA TIMES U U U (U+124D2)
		Q87557248	𒓓  CUNEIFORM SIGN KA TIMES UR (U+124D3)
		Q87557251	𒓔  CUNEIFORM SIGN LAGAB TIMES ZU OVER ZU (U+124D4)
		Q87557253	𒓕  CUNEIFORM SIGN LAK-003 (U+124D5)
		Q87557256	𒓖  CUNEIFORM SIGN LAK-021 (U+124D6)
		Q87557258	𒓗  CUNEIFORM SIGN LAK-025 (U+124D7)
		Q87557259	𒓘  CUNEIFORM SIGN LAK-030 (U+124D8)
		Q87557261	𒓙  CUNEIFORM SIGN LAK-050 (U+124D9)
		Q87557263	𒓚  CUNEIFORM SIGN LAK-051 (U+124DA)
		Q87557264	𒓛  CUNEIFORM SIGN LAK-062 (U+124DB)
		Q87557266	𒓜  CUNEIFORM SIGN LAK-079 OVER LAK-079 GUNU (U+124DC)
		Q87557268	𒓝  CUNEIFORM SIGN LAK-080 (U+124DD)
		Q87557270	𒓞  CUNEIFORM SIGN LAK-081 OVER LAK-081 (U+124DE)
		Q87557273	𒓟  CUNEIFORM SIGN LAK-092 (U+124DF)
		Q87557274	𒓠  CUNEIFORM SIGN LAK-130 (U+124E0)
		Q87557276	𒓡  CUNEIFORM SIGN LAK-142 (U+124E1)
		Q87557278	𒓢  CUNEIFORM SIGN LAK-210 (U+124E2)
		Q87557280	𒓣  CUNEIFORM SIGN LAK-219 (U+124E3)
		Q87557284	𒓤  CUNEIFORM SIGN LAK-220 (U+124E4)
		Q87557286	𒓥  CUNEIFORM SIGN LAK-225 (U+124E5)
		Q87557289	𒓦  CUNEIFORM SIGN LAK-228 (U+124E6)
		Q87557292	𒓧  CUNEIFORM SIGN LAK-238 (U+124E7)
		Q87557293	𒓨  CUNEIFORM SIGN LAK-265 (U+124E8)
		Q87557295	𒓩  CUNEIFORM SIGN LAK-266 (U+124E9)
		Q87557297	𒓪  CUNEIFORM SIGN LAK-343 (U+124EA)
		Q87557299	𒓫  CUNEIFORM SIGN LAK-347 (U+124EB)
		Q87557302	𒓬  CUNEIFORM SIGN LAK-348 (U+124EC)
		Q87557303	𒓭  CUNEIFORM SIGN LAK-383 (U+124ED)
		Q87557305	𒓮  CUNEIFORM SIGN LAK-384 (U+124EE)
		Q87557307	𒓯  CUNEIFORM SIGN LAK-390 (U+124EF)
		Q87557309	𒓰  CUNEIFORM SIGN LAK-441 (U+124F0)
		Q87557310	𒓱  CUNEIFORM SIGN LAK-449 (U+124F1)
		Q87557312	𒓲  CUNEIFORM SIGN LAK-449 TIMES GU (U+124F2)
		Q87557314	𒓳  CUNEIFORM SIGN LAK-449 TIMES IGI (U+124F3)
		Q87557317	𒓴  CUNEIFORM SIGN LAK-449 TIMES PAP PLUS LU3 (U+124F4)
		Q87557319	𒓵  CUNEIFORM SIGN LAK-449 TIMES PAP PLUS PAP PLUS LU3 (U+124F5)
		Q87557322	𒓶  CUNEIFORM SIGN LAK-449 TIMES U2 PLUS BA (U+124F6)
		Q87557323	𒓷  CUNEIFORM SIGN LAK-450 (U+124F7)
		Q87557325	𒓸  CUNEIFORM SIGN LAK-457 (U+124F8)
		Q87557327	𒓹  CUNEIFORM SIGN LAK-470 (U+124F9)
		Q87557329	𒓺  CUNEIFORM SIGN LAK-483 (U+124FA)
		Q87557331	𒓻  CUNEIFORM SIGN LAK-490 (U+124FB)
		Q87557332	𒓼  CUNEIFORM SIGN LAK-492 (U+124FC)
		Q87557334	𒓽  CUNEIFORM SIGN LAK-493 (U+124FD)
		Q87557336	𒓾  CUNEIFORM SIGN LAK-495 (U+124FE)
		Q87557337	𒓿  CUNEIFORM SIGN LAK-550 (U+124FF)
		Q87557339	𒔀  CUNEIFORM SIGN LAK-608 (U+12500)
		Q87557342	𒔁  CUNEIFORM SIGN LAK-617 (U+12501)
		Q87557344	𒔂  CUNEIFORM SIGN LAK-617 TIMES ASH (U+12502)
		Q87557345	𒔃  CUNEIFORM SIGN LAK-617 TIMES BAD (U+12503)
		Q87557347	𒔄  CUNEIFORM SIGN LAK-617 TIMES DUN3 GUNU GUNU (U+12504)
		Q87557349	𒔅  CUNEIFORM SIGN LAK-617 TIMES KU3 (U+12505)
		Q87557350	𒔆  CUNEIFORM SIGN LAK-617 TIMES LA (U+12506)
		Q87557353	𒔇  CUNEIFORM SIGN LAK-617 TIMES TAR (U+12507)
		Q87557355	𒔈  CUNEIFORM SIGN LAK-617 TIMES TE (U+12508)
		Q87557358	𒔉  CUNEIFORM SIGN LAK-617 TIMES U2 (U+12509)
		Q87557359	𒔊  CUNEIFORM SIGN LAK-617 TIMES UD (U+1250A)
		Q87557362	𒔋  CUNEIFORM SIGN LAK-617 TIMES URUDA (U+1250B)
		Q87557365	𒔌  CUNEIFORM SIGN LAK-636 (U+1250C)
		Q87557368	𒔍  CUNEIFORM SIGN LAK-648 (U+1250D)
		Q87557370	𒔎  CUNEIFORM SIGN LAK-648 TIMES DUB (U+1250E)
		Q87557372	𒔏  CUNEIFORM SIGN LAK-648 TIMES GA (U+1250F)
		Q87557373	𒔐  CUNEIFORM SIGN LAK-648 TIMES IGI (U+12510)
		Q87557377	𒔑  CUNEIFORM SIGN LAK-648 TIMES IGI GUNU (U+12511)
		Q87557379	𒔒  CUNEIFORM SIGN LAK-648 TIMES NI (U+12512)
		Q87557381	𒔓  CUNEIFORM SIGN LAK-648 TIMES PAP PLUS PAP PLUS LU3 (U+12513)
		Q87557383	𒔔  CUNEIFORM SIGN LAK-648 TIMES SHESH PLUS KI (U+12514)
		Q87557384	𒔕  CUNEIFORM SIGN LAK-648 TIMES UD (U+12515)
		Q87557386	𒔖  CUNEIFORM SIGN LAK-648 TIMES URUDA (U+12516)
		Q87557388	𒔗  CUNEIFORM SIGN LAK-724 (U+12517)
		Q87557390	𒔘  CUNEIFORM SIGN LAK-749 (U+12518)
		Q87557392	𒔙  CUNEIFORM SIGN LU2 GUNU TIMES ASH (U+12519)
		Q87557394	𒔚  CUNEIFORM SIGN LU2 TIMES DISH (U+1251A)
		Q87557396	𒔛  CUNEIFORM SIGN LU2 TIMES HAL (U+1251B)
		Q87557398	𒔜  CUNEIFORM SIGN LU2 TIMES PAP (U+1251C)
		Q87557400	𒔝  CUNEIFORM SIGN LU2 TIMES PAP PLUS PAP PLUS LU3 (U+1251D)
		Q87557402	𒔞  CUNEIFORM SIGN LU2 TIMES TAK4 (U+1251E)
		Q87557404	𒔟  CUNEIFORM SIGN MI PLUS ZA7 (U+1251F)
		Q87557406	𒔠  CUNEIFORM SIGN MUSH OVER MUSH TIMES GA (U+12520)
		Q87557408	𒔡  CUNEIFORM SIGN MUSH OVER MUSH TIMES KAK (U+12521)
		Q87557410	𒔢  CUNEIFORM SIGN NINDA2 TIMES DIM GUNU (U+12522)
		Q87557411	𒔣  CUNEIFORM SIGN NINDA2 TIMES GISH (U+12523)
		Q87557413	𒔤  CUNEIFORM SIGN NINDA2 TIMES GUL (U+12524)
		Q87557416	𒔥  CUNEIFORM SIGN NINDA2 TIMES HI (U+12525)
		Q87557418	𒔦  CUNEIFORM SIGN NINDA2 TIMES KESH2 (U+12526)
		Q87557420	𒔧  CUNEIFORM SIGN NINDA2 TIMES LAK-050 (U+12527)
321		Q87557423	𒔨  CUNEIFORM SIGN NINDA2 TIMES MASH (U+12528)
		Q87557425	𒔩  CUNEIFORM SIGN NINDA2 TIMES PAP PLUS PAP (U+12529)
334		Q87557427	𒔪  CUNEIFORM SIGN NINDA2 TIMES U (U+1252A)
335		Q87557429	𒔫  CUNEIFORM SIGN NINDA2 TIMES U PLUS U (U+1252B)
		Q87557432	𒔬  CUNEIFORM SIGN NINDA2 TIMES URUDA (U+1252C)
		Q87557434	𒔭  CUNEIFORM SIGN SAG GUNU TIMES HA (U+1252D)
		Q87557436	𒔮  CUNEIFORM SIGN SAG TIMES EN (U+1252E)
		Q87557438	𒔯  CUNEIFORM SIGN SAG TIMES SHE AT LEFT (U+1252F)
		Q87557441	𒔰  CUNEIFORM SIGN SAG TIMES TAK4 (U+12530)
		Q87557443	𒔱  CUNEIFORM SIGN SHA6 TENU (U+12531)
		Q87557446	𒔲  CUNEIFORM SIGN SHE OVER SHE (U+12532)
		Q87557448	𒔳  CUNEIFORM SIGN SHE PLUS HUB2 (U+12533)
		Q87557451	𒔴  CUNEIFORM SIGN SHE PLUS NAM2 (U+12534)
		Q87557452	𒔵  CUNEIFORM SIGN SHE PLUS SAR (U+12535)
		Q87557455	𒔶  CUNEIFORM SIGN SHU2 PLUS DUG TIMES NI (U+12536)
		Q87557458	𒔷  CUNEIFORM SIGN SHU2 PLUS E2 TIMES AN (U+12537)
		Q87557460	𒔸  CUNEIFORM SIGN SI TIMES TAK4 (U+12538)
		Q87557462	𒔹  CUNEIFORM SIGN TAK4 PLUS SAG (U+12539)
355	732	Q87557463	𒔺  CUNEIFORM SIGN TUM TIMES GAN2 TENU (U+1253A)
		Q87557466	𒔻  CUNEIFORM SIGN TUM TIMES THREE DISH (U+1253B)
		Q87557468	𒔼  CUNEIFORM SIGN UR2 INVERTED (U+1253C)
		Q87557469	𒔽  CUNEIFORM SIGN UR2 TIMES UD (U+1253D)
		Q87557471	𒔾  CUNEIFORM SIGN URU TIMES DARA3 (U+1253E)
		Q87557473	𒔿  CUNEIFORM SIGN URU TIMES LAK-668 (U+1253F)
		Q87557476	𒕀  CUNEIFORM SIGN URU TIMES LU3 (U+12540)
		Q87557478	𒕁  CUNEIFORM SIGN ZA7 (U+12541)
		Q87557481	𒕂  CUNEIFORM SIGN ZU OVER ZU PLUS SAR (U+12542)
		Q87557483	𒕃  CUNEIFORM SIGN ZU5 TIMES THREE DISH TENU (U+12543)
